LoadConfig:
ReplicaID:2
Type:correct node
IP:0.0.0.0
clusterAddr:map[0:0.0.0.0 1:0.0.0.0 2:0.0.0.0 3:0.0.0.0 4:0.0.0.0 5:0.0.0.0 6:0.0.0.0]
5 5
Connection from 0.0.0.0:9210 to 0.0.0.0:9400 has been established
Connection from 0.0.0.0:9210 to 0.0.0.0:9410 has been established
Connection from 0.0.0.0:9210 to 0.0.0.0:9600 has been established
Connection from 0.0.0.0:9210 to 0.0.0.0:9610 has been established
Connection from 0.0.0.0:9210 to 0.0.0.0:9000 has been established
Connection from 0.0.0.0:9210 to 0.0.0.0:9200 has been established
2023-08-28 19:03:21 Node 2 receive pre-prepare from node 0, sn:2, view:0
Node 2 receive prepareQc from node 0, sn:78, v:0 
Node 2 send prepare to primary 0, sn:124, v:0
Node 2 receive pre-prepare from node 0, sn:125, view:0
Node 2 send commit to primary 0, sn:74, v:0
Node 2 receive prepareQc from node 0, sn:79, v:0 
Node 2 receive prepareQc from node 0, sn:77, v:0 
Node 2 send commit to primary 0, sn:78, v:0
Node 2 send prepare to primary 0, sn:125, v:0
Node 2 receive commitQc from node 0, sn:42, v:0
Node 2 receive pre-prepare from node 0, sn:126, view:0
Node 2 receive commitQc from node 0, sn:46, v:0
Node 2 receive commitQc from node 0, sn:48, v:0
Node 2 send commit to primary 0, sn:79, v:0
Node 2 send commit to primary 0, sn:77, v:0
sn:42 can be commit in slow path
Node 2 receive pre-prepare from node 0, sn:123, view:0
Node 2 receive commitQc from node 0, sn:45, v:0
Node 2 send prepare to primary 0, sn:126, v:0
Node 2 receive pre-prepare from node 0, sn:128, view:0
Node 2 receive prepareQc from node 0, sn:84, v:0 
sn:46 can be commit in slow path
Node 2 receive commitQc from node 0, sn:44, v:0
Node 2 receive pre-prepare from node 0, sn:127, view:0
Node 2 receive prepareQc from node 0, sn:80, v:0 
sn:48 can be commit in slow path
Node 2 receive commitQc from node 0, sn:33, v:0
Node 2 receive prepareQc from node 0, sn:83, v:0 
Node 2 receive pre-prepare from node 0, sn:129, view:0
Node 2 send prepare to primary 0, sn:123, v:0
sn:45 can be commit in slow path
Node 2 send prepare to primary 0, sn:128, v:0
Node 2 send prepare to primary 0, sn:127, v:0
Node 2 receive pre-prepare from node 0, sn:130, view:0
sn:44 can be commit in slow path
Node 2 send prepare to primary 0, sn:129, v:0
Node 2 receive commitQc from node 0, sn:47, v:0
Node 2 send commit to primary 0, sn:84, v:0
sn:33 can be commit in slow path
2023-08-28 19:03:30The request with sn: 33 has been executed at node 2!
TimePast:sn:33,millisecend:7989
2023-08-28 19:03:30The request with sn: 34 has been executed at node 2!
TimePast:sn:34,millisecend:7953
2023-08-28 19:03:30The request with sn: 35 has been executed at node 2!
TimePast:sn:35,millisecend:7844
2023-08-28 19:03:30The request with sn: 36 has been executed at node 2!
TimePast:sn:36,millisecend:7817
2023-08-28 19:03:30The request with sn: 37 has been executed at node 2!
TimePast:sn:37,millisecend:7816
2023-08-28 19:03:30The request with sn: 38 has been executed at node 2!
TimePast:sn:38,millisecend:7790
2023-08-28 19:03:30The request with sn: 39 has been executed at node 2!
TimePast:sn:39,millisecend:7785
2023-08-28 19:03:30The request with sn: 40 has been executed at node 2!
TimePast:sn:40,millisecend:7765
2023-08-28 19:03:30The request with sn: 41 has been executed at node 2!
TimePast:sn:41,millisecend:7376
2023-08-28 19:03:30The request with sn: 42 has been executed at node 2!
TimePast:sn:42,millisecend:7325
2023-08-28 19:03:30The request with sn: 43 has been executed at node 2!
TimePast:sn:43,millisecend:7310
2023-08-28 19:03:30The request with sn: 44 has been executed at node 2!
TimePast:sn:44,millisecend:7185
2023-08-28 19:03:30The request with sn: 45 has been executed at node 2!
TimePast:sn:45,millisecend:7158
2023-08-28 19:03:30The request with sn: 46 has been executed at node 2!
TimePast:sn:46,millisecend:7049
Node 2 send commit to primary 0, sn:83, v:0
Node 2 send commit to primary 0, sn:80, v:0
Node 2 send prepare to primary 0, sn:130, v:0
sn:47 can be commit in slow path
2023-08-28 19:03:30The request with sn: 47 has been executed at node 2!
TimePast:sn:47,millisecend:7072
2023-08-28 19:03:30The request with sn: 48 has been executed at node 2!
TimePast:sn:48,millisecend:6936
Node 2 receive prepareQc from node 0, sn:94, v:0 
Node 2 receive prepareQc from node 0, sn:87, v:0 
Node 2 receive prepareQc from node 0, sn:81, v:0 
Node 2 receive prepareQc from node 0, sn:86, v:0 
Node 2 send commit to primary 0, sn:94, v:0
Checkpoint sequence number outside watermarks: seqNo 30, low-mark 30
Node 2 receive prepareQc from node 0, sn:89, v:0 
Node 2 receive prepareQc from node 0, sn:90, v:0 
Node 2 receive pre-prepare from node 0, sn:132, view:0
Node 2 receive prepareQc from node 0, sn:93, v:0 
Node 2 receive prepareQc from node 0, sn:92, v:0 
Node 2 receive prepareQc from node 0, sn:88, v:0 
Node 2 send commit to primary 0, sn:87, v:0
Node 2 receive prepareQc from node 0, sn:85, v:0 
Node 2 send commit to primary 0, sn:81, v:0
Node 2 send commit to primary 0, sn:86, v:0
Node 2 send prepare to primary 0, sn:132, v:0
Node 2 receive prepareQc from node 0, sn:95, v:0 
Node 2 receive pre-prepare from node 0, sn:133, view:0
Node 2 send commit to primary 0, sn:89, v:0
Node 2 receive pre-prepare from node 0, sn:131, view:0
Node 2 send commit to primary 0, sn:90, v:0
Node 2 send prepare to primary 0, sn:133, v:0
Node 2 send commit to primary 0, sn:92, v:0
Node 2 send commit to primary 0, sn:88, v:0
Node 2 send commit to primary 0, sn:93, v:0
Node 2 send commit to primary 0, sn:85, v:0
Node 2 send prepare to primary 0, sn:131, v:0
Node 2 send commit to primary 0, sn:95, v:0
Node 2 receive prepareQc from node 0, sn:91, v:0 
Node 2 receive pre-prepare from node 0, sn:134, view:0
Node 2 receive pre-prepare from node 0, sn:135, view:0
Node 2 send prepare to primary 0, sn:134, v:0
Node 2 receive prepareQc from node 0, sn:99, v:0 
Node 2 send prepare to primary 0, sn:135, v:0
Node 2 send commit to primary 0, sn:91, v:0
Node 2 receive commitQc from node 0, sn:49, v:0
Node 2 receive commitQc from node 0, sn:60, v:0
Node 2 receive prepareQc from node 0, sn:97, v:0 
sn:49 can be commit in slow path
2023-08-28 19:03:31The request with sn: 49 has been executed at node 2!
TimePast:sn:49,millisecend:7692
Node 2 receive prepareQc from node 0, sn:98, v:0 
Node 2 send commit to primary 0, sn:99, v:0
sn:60 can be commit in slow path
Checkpoint sequence number outside watermarks: seqNo 40, low-mark 40
Node 2 receive pre-prepare from node 0, sn:139, view:0
Node 2 send commit to primary 0, sn:97, v:0
Node 2 receive pre-prepare from node 0, sn:138, view:0
Node 2 send prepare to primary 0, sn:139, v:0
Node 2 send commit to primary 0, sn:98, v:0
Node 2 send prepare to primary 0, sn:138, v:0
Node 2 receive pre-prepare from node 0, sn:141, view:0
Node 2 receive commitQc from node 0, sn:51, v:0
Node 2 receive prepareQc from node 0, sn:100, v:0 
Node 2 receive pre-prepare from node 0, sn:140, view:0
Checkpoint sequence number outside watermarks: seqNo 10, low-mark 40
Node 2 receive commitQc from node 0, sn:53, v:0
Node 2 send prepare to primary 0, sn:141, v:0
Node 2 receive pre-prepare from node 0, sn:137, view:0
sn:51 can be commit in slow path
Node 2 receive pre-prepare from node 0, sn:143, view:0
Node 2 send prepare to primary 0, sn:140, v:0
sn:53 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:96, v:0 
Node 2 receive commitQc from node 0, sn:52, v:0
Node 2 receive commitQc from node 0, sn:50, v:0
Node 2 send prepare to primary 0, sn:137, v:0
Node 2 send prepare to primary 0, sn:143, v:0
Node 2 send commit to primary 0, sn:100, v:0
Checkpoint sequence number outside watermarks: seqNo 20, low-mark 40
sn:50 can be commit in slow path
2023-08-28 19:03:31The request with sn: 50 has been executed at node 2!
TimePast:sn:50,millisecend:8191
2023-08-28 19:03:31The request with sn: 51 has been executed at node 2!
TimePast:sn:51,millisecend:7997
Node 2 receive pre-prepare from node 0, sn:142, view:0
Node 2 receive pre-prepare from node 0, sn:136, view:0
sn:52 can be commit in slow path
2023-08-28 19:03:31The request with sn: 52 has been executed at node 2!
TimePast:sn:52,millisecend:7959
2023-08-28 19:03:31The request with sn: 53 has been executed at node 2!
TimePast:sn:53,millisecend:7807
Node 2 receive prepareQc from node 0, sn:102, v:0 
Node 2 receive pre-prepare from node 0, sn:144, view:0
Node 2 receive pre-prepare from node 0, sn:145, view:0
Node 2 send prepare to primary 0, sn:136, v:0
Node 2 send prepare to primary 0, sn:142, v:0
Node 2 send commit to primary 0, sn:96, v:0
Node 2 send prepare to primary 0, sn:144, v:0
Node 2 receive prepareQc from node 0, sn:103, v:0 
Node 2 send prepare to primary 0, sn:145, v:0
Node 2 send commit to primary 0, sn:102, v:0
Node 2 receive prepareQc from node 0, sn:105, v:0 
Node 2 receive pre-prepare from node 0, sn:147, view:0
Node 2 receive prepareQc from node 0, sn:107, v:0 
Node 2 receive commitQc from node 0, sn:55, v:0
Node 2 receive commitQc from node 0, sn:54, v:0
Node 2 send commit to primary 0, sn:103, v:0
Node 2 receive pre-prepare from node 0, sn:146, view:0
Node 2 receive prepareQc from node 0, sn:108, v:0 
Node 2 receive prepareQc from node 0, sn:101, v:0 
Node 2 receive prepareQc from node 0, sn:104, v:0 
Node 2 receive prepareQc from node 0, sn:106, v:0 
Node 2 send prepare to primary 0, sn:147, v:0
Node 2 receive pre-prepare from node 0, sn:148, view:0
sn:55 can be commit in slow path
Node 2 receive pre-prepare from node 0, sn:149, view:0
Node 2 send prepare to primary 0, sn:146, v:0
sn:54 can be commit in slow path
2023-08-28 19:03:32The request with sn: 54 has been executed at node 2!
TimePast:sn:54,millisecend:8047
2023-08-28 19:03:32The request with sn: 55 has been executed at node 2!
TimePast:sn:55,millisecend:8025
Node 2 send commit to primary 0, sn:105, v:0
Node 2 send prepare to primary 0, sn:148, v:0
Node 2 receive pre-prepare from node 0, sn:150, view:0
Node 2 send prepare to primary 0, sn:149, v:0
Node 2 send commit to primary 0, sn:108, v:0
Node 2 send commit to primary 0, sn:101, v:0
Node 2 send commit to primary 0, sn:107, v:0
Node 2 send commit to primary 0, sn:106, v:0
Node 2 receive pre-prepare from node 0, sn:151, view:0
Node 2 send commit to primary 0, sn:104, v:0
Node 2 send prepare to primary 0, sn:150, v:0
Node 2 receive commitQc from node 0, sn:58, v:0
Node 2 send prepare to primary 0, sn:151, v:0
Node 2 receive prepareQc from node 0, sn:111, v:0 
Node 2 receive pre-prepare from node 0, sn:152, view:0
Node 2 receive pre-prepare from node 0, sn:153, view:0
sn:58 can be commit in slow path
Node 2 send prepare to primary 0, sn:152, v:0
Node 2 send prepare to primary 0, sn:153, v:0
Node 2 receive prepareQc from node 0, sn:109, v:0 
Node 2 send commit to primary 0, sn:111, v:0
Node 2 receive pre-prepare from node 0, sn:154, view:0
Node 2 receive prepareQc from node 0, sn:113, v:0 
Node 2 receive commitQc from node 0, sn:59, v:0
Node 2 send prepare to primary 0, sn:154, v:0
Node 2 send commit to primary 0, sn:109, v:0
Node 2 receive prepareQc from node 0, sn:114, v:0 
sn:59 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:116, v:0 
Node 2 receive commitQc from node 0, sn:56, v:0
Node 2 send commit to primary 0, sn:113, v:0
Node 2 receive prepareQc from node 0, sn:110, v:0 
Checkpoint sequence number outside watermarks: seqNo 50, low-mark 50
sn:56 can be commit in slow path
2023-08-28 19:03:32The request with sn: 56 has been executed at node 2!
TimePast:sn:56,millisecend:8537
Node 2 receive commitQc from node 0, sn:62, v:0
Node 2 send commit to primary 0, sn:114, v:0
Node 2 send commit to primary 0, sn:116, v:0
sn:62 can be commit in slow path
Node 2 send commit to primary 0, sn:110, v:0
Node 2 receive prepareQc from node 0, sn:112, v:0 
Node 2 receive pre-prepare from node 0, sn:156, view:0
Node 2 receive pre-prepare from node 0, sn:158, view:0
Node 2 send prepare to primary 0, sn:156, v:0
Node 2 receive pre-prepare from node 0, sn:157, view:0
Node 2 receive pre-prepare from node 0, sn:159, view:0
Node 2 receive prepareQc from node 0, sn:115, v:0 
Node 2 receive commitQc from node 0, sn:61, v:0
Node 2 receive pre-prepare from node 0, sn:160, view:0
Node 2 send prepare to primary 0, sn:158, v:0
Node 2 send commit to primary 0, sn:112, v:0
Node 2 send prepare to primary 0, sn:157, v:0
Node 2 send prepare to primary 0, sn:159, v:0
sn:61 can be commit in slow path
Node 2 send prepare to primary 0, sn:160, v:0
Node 2 send commit to primary 0, sn:115, v:0
Node 2 receive pre-prepare from node 0, sn:155, view:0
Node 2 receive pre-prepare from node 0, sn:163, view:0
Node 2 send prepare to primary 0, sn:155, v:0
Node 2 receive prepareQc from node 0, sn:119, v:0 
Node 2 receive pre-prepare from node 0, sn:161, view:0
Node 2 send prepare to primary 0, sn:163, v:0
Node 2 receive pre-prepare from node 0, sn:162, view:0
Node 2 receive pre-prepare from node 0, sn:165, view:0
Node 2 send prepare to primary 0, sn:161, v:0
Node 2 send prepare to primary 0, sn:162, v:0
Node 2 send commit to primary 0, sn:119, v:0
Node 2 send prepare to primary 0, sn:165, v:0
Node 2 receive prepareQc from node 0, sn:121, v:0 
Node 2 receive commitQc from node 0, sn:63, v:0
Checkpoint sequence number outside watermarks: seqNo 30, low-mark 50
Node 2 receive prepareQc from node 0, sn:120, v:0 
Node 2 receive commitQc from node 0, sn:70, v:0
Node 2 receive commitQc from node 0, sn:68, v:0
Node 2 receive commitQc from node 0, sn:67, v:0
Node 2 receive commitQc from node 0, sn:69, v:0
Node 2 receive commitQc from node 0, sn:57, v:0
Node 2 receive commitQc from node 0, sn:65, v:0
Node 2 receive commitQc from node 0, sn:64, v:0
Node 2 receive commitQc from node 0, sn:66, v:0
sn:63 can be commit in slow path
sn:65 can be commit in slow path
sn:68 can be commit in slow path
sn:64 can be commit in slow path
sn:70 can be commit in slow path
sn:67 can be commit in slow path
Node 2 send commit to primary 0, sn:121, v:0
sn:66 can be commit in slow path
Node 2 receive pre-prepare from node 0, sn:164, view:0
sn:57 can be commit in slow path
2023-08-28 19:03:33The request with sn: 57 has been executed at node 2!
TimePast:sn:57,millisecend:9359
2023-08-28 19:03:33The request with sn: 58 has been executed at node 2!
TimePast:sn:58,millisecend:9349
2023-08-28 19:03:33The request with sn: 59 has been executed at node 2!
TimePast:sn:59,millisecend:9295
2023-08-28 19:03:33The request with sn: 60 has been executed at node 2!
TimePast:sn:60,millisecend:9246
2023-08-28 19:03:33The request with sn: 61 has been executed at node 2!
TimePast:sn:61,millisecend:9201
2023-08-28 19:03:33The request with sn: 62 has been executed at node 2!
TimePast:sn:62,millisecend:9175
2023-08-28 19:03:33The request with sn: 63 has been executed at node 2!
TimePast:sn:63,millisecend:8994
2023-08-28 19:03:33The request with sn: 64 has been executed at node 2!
TimePast:sn:64,millisecend:8650
2023-08-28 19:03:33The request with sn: 65 has been executed at node 2!
TimePast:sn:65,millisecend:8547
2023-08-28 19:03:33The request with sn: 66 has been executed at node 2!
TimePast:sn:66,millisecend:8528
2023-08-28 19:03:33The request with sn: 67 has been executed at node 2!
TimePast:sn:67,millisecend:8526
2023-08-28 19:03:33The request with sn: 68 has been executed at node 2!
TimePast:sn:68,millisecend:8416
sn:69 can be commit in slow path
2023-08-28 19:03:33The request with sn: 69 has been executed at node 2!
TimePast:sn:69,millisecend:8345
2023-08-28 19:03:33The request with sn: 70 has been executed at node 2!
TimePast:sn:70,millisecend:8194
Node 2 receive prepareQc from node 0, sn:118, v:0 
Node 2 receive prepareQc from node 0, sn:117, v:0 
Node 2 send commit to primary 0, sn:120, v:0
Node 2 send prepare to primary 0, sn:164, v:0
Node 2 send commit to primary 0, sn:118, v:0
Node 2 send commit to primary 0, sn:117, v:0
Node 2 receive prepareQc from node 0, sn:122, v:0 
Node 2 send commit to primary 0, sn:122, v:0
Node 2 receive prepareQc from node 0, sn:126, v:0 
Node 2 receive commitQc from node 0, sn:73, v:0
sn:73 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:123, v:0 
Node 2 send commit to primary 0, sn:126, v:0
Node 2 receive pre-prepare from node 0, sn:166, view:0
Node 2 receive commitQc from node 0, sn:71, v:0
Checkpoint sequence number outside watermarks: seqNo 40, low-mark 50
Node 2 receive pre-prepare from node 0, sn:168, view:0
Node 2 send prepare to primary 0, sn:166, v:0
sn:71 can be commit in slow path
2023-08-28 19:03:34The request with sn: 71 has been executed at node 2!
TimePast:sn:71,millisecend:8769
Node 2 receive pre-prepare from node 0, sn:167, view:0
Node 2 receive commitQc from node 0, sn:75, v:0
Node 2 receive prepareQc from node 0, sn:125, v:0 
Node 2 send commit to primary 0, sn:123, v:0
Node 2 receive prepareQc from node 0, sn:132, v:0 
Node 2 receive prepareQc from node 0, sn:128, v:0 
Node 2 receive prepareQc from node 0, sn:130, v:0 
Node 2 send prepare to primary 0, sn:168, v:0
Node 2 send prepare to primary 0, sn:167, v:0
sn:75 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:127, v:0 
Node 2 receive commitQc from node 0, sn:72, v:0
Node 2 receive commitQc from node 0, sn:79, v:0
Node 2 receive prepareQc from node 0, sn:131, v:0 
Node 2 receive prepareQc from node 0, sn:124, v:0 
Node 2 send commit to primary 0, sn:128, v:0
Node 2 send commit to primary 0, sn:125, v:0
Node 2 send commit to primary 0, sn:132, v:0
Node 2 send commit to primary 0, sn:130, v:0
Node 2 receive pre-prepare from node 0, sn:169, view:0
sn:72 can be commit in slow path
2023-08-28 19:03:34The request with sn: 72 has been executed at node 2!
TimePast:sn:72,millisecend:8854
2023-08-28 19:03:34The request with sn: 73 has been executed at node 2!
TimePast:sn:73,millisecend:8810
sn:79 can be commit in slow path
Node 2 receive commitQc from node 0, sn:84, v:0
Node 2 receive commitQc from node 0, sn:82, v:0
Node 2 receive prepareQc from node 0, sn:133, v:0 
Node 2 receive commitQc from node 0, sn:76, v:0
Node 2 send commit to primary 0, sn:131, v:0
Node 2 send commit to primary 0, sn:124, v:0
Node 2 send prepare to primary 0, sn:169, v:0
Node 2 receive prepareQc from node 0, sn:129, v:0 
Checkpoint sequence number outside watermarks: seqNo 60, low-mark 70
Checkpoint sequence number outside watermarks: seqNo 50, low-mark 70
Node 2 receive pre-prepare from node 0, sn:170, view:0
Node 2 receive prepareQc from node 0, sn:134, v:0 
Checkpoint sequence number outside watermarks: seqNo 70, low-mark 70
Node 2 send commit to primary 0, sn:127, v:0
sn:76 can be commit in slow path
sn:82 can be commit in slow path
sn:84 can be commit in slow path
Node 2 receive pre-prepare from node 0, sn:171, view:0
Node 2 send prepare to primary 0, sn:170, v:0
Node 2 receive commitQc from node 0, sn:83, v:0
Node 2 send commit to primary 0, sn:133, v:0
Node 2 send prepare to primary 0, sn:171, v:0
Node 2 send commit to primary 0, sn:129, v:0
Node 2 send commit to primary 0, sn:134, v:0
Node 2 receive pre-prepare from node 0, sn:172, view:0
sn:83 can be commit in slow path
Node 2 send prepare to primary 0, sn:172, v:0
Node 2 receive commitQc from node 0, sn:74, v:0
Node 2 receive commitQc from node 0, sn:80, v:0
Node 2 receive commitQc from node 0, sn:87, v:0
sn:74 can be commit in slow path
2023-08-28 19:03:34The request with sn: 74 has been executed at node 2!
TimePast:sn:74,millisecend:9138
2023-08-28 19:03:34The request with sn: 75 has been executed at node 2!
TimePast:sn:75,millisecend:9127
2023-08-28 19:03:34The request with sn: 76 has been executed at node 2!
TimePast:sn:76,millisecend:9111
Node 2 receive commitQc from node 0, sn:81, v:0
Node 2 receive prepareQc from node 0, sn:135, v:0 
sn:80 can be commit in slow path
sn:87 can be commit in slow path
Node 2 receive commitQc from node 0, sn:94, v:0
Node 2 receive commitQc from node 0, sn:77, v:0
Node 2 receive pre-prepare from node 0, sn:174, view:0
sn:81 can be commit in slow path
Node 2 receive commitQc from node 0, sn:78, v:0
Node 2 receive pre-prepare from node 0, sn:173, view:0
Node 2 send prepare to primary 0, sn:174, v:0
sn:77 can be commit in slow path
2023-08-28 19:03:34The request with sn: 77 has been executed at node 2!
TimePast:sn:77,millisecend:9244
sn:94 can be commit in slow path
Node 2 send commit to primary 0, sn:135, v:0
sn:78 can be commit in slow path
2023-08-28 19:03:34The request with sn: 78 has been executed at node 2!
TimePast:sn:78,millisecend:9220
2023-08-28 19:03:34The request with sn: 79 has been executed at node 2!
TimePast:sn:79,millisecend:9193
2023-08-28 19:03:34The request with sn: 80 has been executed at node 2!
TimePast:sn:80,millisecend:9126
2023-08-28 19:03:34The request with sn: 81 has been executed at node 2!
TimePast:sn:81,millisecend:9112
2023-08-28 19:03:34The request with sn: 82 has been executed at node 2!
TimePast:sn:82,millisecend:9097
2023-08-28 19:03:34The request with sn: 83 has been executed at node 2!
TimePast:sn:83,millisecend:9035
2023-08-28 19:03:34The request with sn: 84 has been executed at node 2!
TimePast:sn:84,millisecend:8931
Node 2 send prepare to primary 0, sn:173, v:0
Node 2 receive pre-prepare from node 0, sn:175, view:0
Node 2 receive pre-prepare from node 0, sn:176, view:0
Node 2 send prepare to primary 0, sn:175, v:0
Node 2 send prepare to primary 0, sn:176, v:0
Node 2 receive commitQc from node 0, sn:86, v:0
Node 2 receive pre-prepare from node 0, sn:178, view:0
sn:86 can be commit in slow path
Node 2 receive commitQc from node 0, sn:88, v:0
Node 2 receive commitQc from node 0, sn:89, v:0
Node 2 send prepare to primary 0, sn:178, v:0
Node 2 receive commitQc from node 0, sn:92, v:0
Node 2 receive prepareQc from node 0, sn:140, v:0 
sn:89 can be commit in slow path
Node 2 receive commitQc from node 0, sn:95, v:0
Node 2 receive commitQc from node 0, sn:85, v:0
sn:88 can be commit in slow path
sn:92 can be commit in slow path
Node 2 receive commitQc from node 0, sn:90, v:0
Node 2 receive prepareQc from node 0, sn:141, v:0 
Node 2 receive prepareQc from node 0, sn:137, v:0 
Node 2 receive prepareQc from node 0, sn:138, v:0 
sn:95 can be commit in slow path
sn:85 can be commit in slow path
2023-08-28 19:03:35The request with sn: 85 has been executed at node 2!
TimePast:sn:85,millisecend:9388
2023-08-28 19:03:35The request with sn: 86 has been executed at node 2!
TimePast:sn:86,millisecend:9369
2023-08-28 19:03:35The request with sn: 87 has been executed at node 2!
TimePast:sn:87,millisecend:9248
2023-08-28 19:03:35The request with sn: 88 has been executed at node 2!
TimePast:sn:88,millisecend:9237
2023-08-28 19:03:35The request with sn: 89 has been executed at node 2!
TimePast:sn:89,millisecend:9202
Node 2 receive commitQc from node 0, sn:91, v:0
Node 2 send commit to primary 0, sn:140, v:0
Node 2 receive commitQc from node 0, sn:93, v:0
Node 2 receive pre-prepare from node 0, sn:177, view:0
Node 2 receive prepareQc from node 0, sn:136, v:0 
Node 2 receive prepareQc from node 0, sn:139, v:0 
sn:90 can be commit in slow path
2023-08-28 19:03:35The request with sn: 90 has been executed at node 2!
TimePast:sn:90,millisecend:9245
Node 2 send commit to primary 0, sn:137, v:0
Node 2 receive pre-prepare from node 0, sn:181, view:0
Node 2 receive pre-prepare from node 0, sn:180, view:0
Node 2 receive pre-prepare from node 0, sn:179, view:0
Node 2 send commit to primary 0, sn:141, v:0
sn:91 can be commit in slow path
2023-08-28 19:03:35The request with sn: 91 has been executed at node 2!
TimePast:sn:91,millisecend:9238
2023-08-28 19:03:35The request with sn: 92 has been executed at node 2!
TimePast:sn:92,millisecend:9156
Node 2 send prepare to primary 0, sn:177, v:0
Node 2 send commit to primary 0, sn:138, v:0
sn:93 can be commit in slow path
2023-08-28 19:03:35The request with sn: 93 has been executed at node 2!
TimePast:sn:93,millisecend:9055
2023-08-28 19:03:35The request with sn: 94 has been executed at node 2!
TimePast:sn:94,millisecend:9014
2023-08-28 19:03:35The request with sn: 95 has been executed at node 2!
TimePast:sn:95,millisecend:8983
Node 2 send prepare to primary 0, sn:180, v:0
Node 2 send prepare to primary 0, sn:181, v:0
Node 2 send prepare to primary 0, sn:179, v:0
Node 2 receive pre-prepare from node 0, sn:182, view:0
Node 2 receive prepareQc from node 0, sn:145, v:0 
Node 2 send commit to primary 0, sn:136, v:0
Node 2 send commit to primary 0, sn:139, v:0
Node 2 receive prepareQc from node 0, sn:143, v:0 
Node 2 receive pre-prepare from node 0, sn:183, view:0
Node 2 send prepare to primary 0, sn:182, v:0
Node 2 send prepare to primary 0, sn:183, v:0
Checkpoint sequence number outside watermarks: seqNo 80, low-mark 80
Node 2 send commit to primary 0, sn:145, v:0
Node 2 send commit to primary 0, sn:143, v:0
Node 2 receive pre-prepare from node 0, sn:184, view:0
Node 2 receive commitQc from node 0, sn:99, v:0
Node 2 receive prepareQc from node 0, sn:148, v:0 
Node 2 receive prepareQc from node 0, sn:144, v:0 
Node 2 send prepare to primary 0, sn:184, v:0
sn:99 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:142, v:0 
Node 2 receive commitQc from node 0, sn:97, v:0
Node 2 receive pre-prepare from node 0, sn:185, view:0
Node 2 send commit to primary 0, sn:148, v:0
sn:97 can be commit in slow path
Node 2 send commit to primary 0, sn:144, v:0
Node 2 send prepare to primary 0, sn:185, v:0
Node 2 send commit to primary 0, sn:142, v:0
Node 2 receive commitQc from node 0, sn:98, v:0
Node 2 receive pre-prepare from node 0, sn:186, view:0
Node 2 receive pre-prepare from node 0, sn:187, view:0
sn:98 can be commit in slow path
Node 2 receive commitQc from node 0, sn:100, v:0
Node 2 send prepare to primary 0, sn:186, v:0
Node 2 send prepare to primary 0, sn:187, v:0
Node 2 receive pre-prepare from node 0, sn:190, view:0
sn:100 can be commit in slow path
Node 2 receive pre-prepare from node 0, sn:188, view:0
Node 2 send prepare to primary 0, sn:190, v:0
Node 2 receive pre-prepare from node 0, sn:189, view:0
Node 2 send prepare to primary 0, sn:188, v:0
Node 2 receive commitQc from node 0, sn:96, v:0
Node 2 send prepare to primary 0, sn:189, v:0
sn:96 can be commit in slow path
2023-08-28 19:03:36The request with sn: 96 has been executed at node 2!
TimePast:sn:96,millisecend:9639
2023-08-28 19:03:36The request with sn: 97 has been executed at node 2!
TimePast:sn:97,millisecend:9617
2023-08-28 19:03:36The request with sn: 98 has been executed at node 2!
TimePast:sn:98,millisecend:9504
2023-08-28 19:03:36The request with sn: 99 has been executed at node 2!
TimePast:sn:99,millisecend:9478
2023-08-28 19:03:36The request with sn: 100 has been executed at node 2!
TimePast:sn:100,millisecend:9373
Node 2 receive prepareQc from node 0, sn:147, v:0 
Checkpoint sequence number outside watermarks: seqNo 90, low-mark 90
Node 2 receive commitQc from node 0, sn:103, v:0
Node 2 receive prepareQc from node 0, sn:153, v:0 
Node 2 send commit to primary 0, sn:147, v:0
Node 2 receive prepareQc from node 0, sn:154, v:0 
sn:103 can be commit in slow path
Node 2 receive prepareQc from node 0, sn:152, v:0 
Node 2 receive commitQc from node 0, sn:102, v:0
Node 2 send commit to primary 0, sn:153, v:0
sn:102 can be commit in slow path
Node 2 send commit to primary 0, sn:154, v:0
Node 2 receive prepareQc from node 0, sn:149, v:0 
Node 2 receive prepareQc from node 0, sn:156, v:0 
Node 2 send commit to primary 0, sn:152, v:0
Node 2 receive pre-prepare from node 0, sn:191, view:0
Node 2 send prepare to primary 0, sn:191, v:0
Node 2 receive pre-prepare from node 0, sn:192, view:0
Node 2 send commit to primary 0, sn:156, v:0
Node 2 send commit to primary 0, sn:149, v:0
Node 2 receive pre-prepare from node 0, sn:194, view:0
Node 2 receive pre-prepare from node 0, sn:196, view:0
Node 2 receive prepareQc from node 0, sn:146, v:0 
Node 2 receive prepareQc from node 0, sn:151, v:0 
Node 2 receive commitQc from node 0, sn:106, v:0
Node 2 send prepare to primary 0, sn:192, v:0
Node 2 send prepare to primary 0, sn:194, v:0
Node 2 receive prepareQc from node 0, sn:150, v:0 
Node 2 send prepare to primary 0, sn:196, v:0
sn:106 can be commit in slow path
